,ZIPCODE,geometry,VENDOR TYPE
5923,11357,POINT (1035852.9294572922 225044.25955830506),GROCERY SUPERMARKET
5924,11357,POINT (1035752.0434123941 227036.95347545343),CONVENIENCE STORE
5925,11357,POINT (1033322.7559979765 224004.28366949692),CONVENIENCE/GAS
5926,11357,POINT (1036503.7122010114 226204.22630165023),GROCERY SUPERMARKET
5927,11357,POINT (1035064.6934868374 226008.0759164805),GROCERY SUPERMARKET
5928,11357,POINT (1035715.9043775996 226577.810824184),GROCERY SUPERMARKET
5929,11357,POINT (1037041.924965494 222685.9258669812),GROCERY SUPERMARKET
5930,11357,POINT (1038720.2012231443 224332.77360024062),GAS STATION
5931,11357,POINT (1034730.2290784054 222389.53409527245),CONVENIENCE STORE
5932,11357,POINT (1037660.8364734406 227886.3339037296),CONVENIENCE STORE
5933,11357,POINT (1037049.2726606636 222755.15668220056),CONVENIENCE STORE
5934,11357,POINT (1037343.5414407426 224460.8832007875),CONVENIENCE STORE
5935,11357,POINT (1035819.2447075568 226814.85434219707),GROCERY SUPERMARKET
5936,11357,POINT (1039039.497202753 223601.18691199744),GROCERY SUPERMARKET
5937,11357,POINT (1036352.3285179661 226928.93890010688),TOBACCO RETAIL
5938,11358,POINT (1040589.608777223 217979.4100973315),GROCERY SUPERMARKET
5939,11358,POINT (1039302.0306581224 220311.84332188408),GROCERY SUPERMARKET
5940,11358,POINT (1038564.9925724675 216838.07369278817),GROCERY SUPERMARKET
5941,11358,POINT (1040504.9309277514 217241.0585338488),GROCERY SUPERMARKET
5942,11358,POINT (1042265.5227764357 219029.00023818004),GROCERY SUPERMARKET
5943,11358,POINT (1038371.0954499971 214968.61783979752),GROCERY SUPERMARKET
5944,11358,POINT (1039190.6140364775 217163.73586200963),GROCERY SUPERMARKET
5945,11358,POINT (1041275.6665154052 213904.1155977339),TOBACCO RETAIL
5946,11358,POINT (1038657.3204486464 217053.23853710922),GROCERY SUPERMARKET
5947,11358,POINT (1037831.4233547398 213958.213587904),GROCERY SUPERMARKET
5948,11358,POINT (1038878.111692864 220376.46570077815),CONVENIENCE STORE
5949,11358,POINT (1038567.4907894356 215970.96548640053),GROCERY SUPERMARKET
5950,11358,POINT (1038332.1736796815 213980.27783775312),GROCERY SUPERMARKET
5951,11358,POINT (1043377.181371977 217643.57279381723),BAR/LOUNGE
5952,11358,POINT (1040547.9204631727 217203.27880447745),TOBACCO RETAIL
5953,11358,POINT (1038013.2844615737 215780.2731373846),GROCERY SUPERMARKET
5954,11358,POINT (1038753.4390821495 212736.10263925922),GROCERY SUPERMARKET
5955,11358,POINT (1038559.0396035583 216779.7633272803),BAR/LOUNGE
5956,11358,POINT (1041606.2036939748 219756.10341744462),GAS STATION
5957,11358,POINT (1043556.601283243 213479.68227206852),CONVENIENCE STORE
5958,11358,POINT (1042491.6791826774 216672.30413071826),GROCERY SUPERMARKET
5959,11358,POINT (1041418.388253508 215533.0320986992),GROCERY SUPERMARKET
5960,11358,POINT (1037842.245784426 217459.47458006232),GROCERY SUPERMARKET
5961,11358,POINT (1041437.8404402527 213860.78192501565),GROCERY SUPERMARKET
5962,11358,POINT (1043377.181371977 217643.57279381723),GROCERY SUPERMARKET
5963,11358,POINT (1038812.3687754286 216718.40033445528),GROCERY SUPERMARKET
5964,11360,POINT (1043750.2407208123 226599.83751024675),GROCERY SUPERMARKET
5965,11360,POINT (1045768.7872056899 223493.43973643988),GROCERY SUPERMARKET
5966,11360,POINT (1045038.6955009024 222956.03536817085),GROCERY SUPERMARKET
5967,11360,POINT (1042627.6053340224 219820.4707572796),GROCERY SUPERMARKET
5968,11361,POINT (1044572.4546906232 218775.9524186543),CONVENIENCE STORE
5969,11361,POINT (1048385.3711445489 218473.86008245364),GROCERY SUPERMARKET
5970,11361,POINT (1046358.4677887686 217304.90107556604),GROCERY SUPERMARKET
5971,11361,POINT (1046992.964850185 219612.7741299433),CONVENIENCE STORE
5972,11361,POINT (1047806.7520895757 217611.05507211713),GROCERY SUPERMARKET
5973,11361,POINT (1046831.7184537653 215976.303650668),GROCERY SUPERMARKET
5974,11361,POINT (1045120.330803131 213935.31901378755),BAR/LOUNGE
5975,11361,POINT (1045148.9767505687 213782.37989811396),GROCERY SUPERMARKET
5976,11361,POINT (1044460.9310178777 218731.96005171488),GROCERY SUPERMARKET
5977,11361,POINT (1047871.5234083108 216283.3694760954),CONVENIENCE STORE
5978,11361,POINT (1045181.0114591827 219003.36347528396),GROCERY SUPERMARKET
5979,11361,POINT (1047763.2510384752 217508.92833044863),GROCERY SUPERMARKET
5980,11361,POINT (1048714.6183379279 216538.66018798327),GROCERY SUPERMARKET
5981,11361,POINT (1046835.6234294431 219404.69313786065),GROCERY SUPERMARKET
5982,11361,POINT (1045033.0829215868 215474.41880726052),CONVENIENCE STORE
5983,11361,POINT (1046914.9636303943 219357.53298306442),GROCERY SUPERMARKET
5984,11363,POINT (1056134.5670269544 218596.1418689894),GROCERY SUPERMARKET
5985,11363,POINT (1054020.187157206 219169.24870637426),GROCERY SUPERMARKET
5986,11363,POINT (1055646.6384488333 221363.64519715242),CONVENIENCE STORE
5987,11364,POINT (1051212.7985788374 209131.23424382793),GROCERY SUPERMARKET
5988,11364,POINT (1047251.485155196 214141.14891288304),CONVENIENCE STORE
5989,11364,POINT (1051216.3058371951 211976.68923739283),GROCERY SUPERMARKET
5990,11364,POINT (1049038.1281395701 211369.6202416755),RESTAURANT/ATUPA
5991,11364,POINT (1054692.8480332468 207585.38378507772),GROCERY SUPERMARKET
5992,11364,POINT (1054337.1126327019 207547.92228186736),GAS STATION
5993,11364,POINT (1051366.6602410849 212111.89956583202),GROCERY SUPERMARKET
5994,11364,POINT (1054550.052602612 207515.74037596927),GROCERY SUPERMARKET
5995,11364,POINT (1051366.6602410849 212111.89956583202),GROCERY SUPERMARKET
5996,11364,POINT (1051805.0374574717 212098.54933937924),GROCERY SUPERMARKET
5997,11364,POINT (1050993.6731530458 209105.13144471904),GROCERY SUPERMARKET
5998,11364,POINT (1048707.2389722825 214622.23609818844),GROCERY SUPERMARKET
5999,11373,POINT (1020666.7779826929 211445.28135785979),GROCERY SUPERMARKET
6000,11373,POINT (1020654.1694968925 211536.34191869304),GROCERY SUPERMARKET
6001,11373,POINT (1020698.8780289812 211288.6694994256),GROCERY SUPERMARKET
6002,11373,POINT (1020435.4931614832 212137.17086162648),GROCERY SUPERMARKET
6003,11373,POINT (1018340.0038470131 211904.5982466149),OTHER
6004,11373,POINT (1014820.3077844052 211411.71437589734),CONVENIENCE STORE
6005,11373,POINT (1016641.2565971 211665.46477783687),GROCERY SUPERMARKET
6006,11373,POINT (1015863.3403110923 211558.77759821955),TOBACCO RETAIL
6007,11373,POINT (1017142.1445446422 211718.6026296627),GROCERY SUPERMARKET
6008,11373,POINT (1015496.8287063092 211503.65532413084),CONVENIENCE STORE
6009,11373,POINT (1020367.2537724081 212188.06739978955),GROCERY SUPERMARKET
6010,11373,POINT (1020095.2172908906 212147.5831607536),GROCERY SUPERMARKET
6011,11373,POINT (1015496.8287063092 211503.65532413084),GROCERY SUPERMARKET
6012,11373,POINT (1014705.617653629 211396.9881579908),CONVENIENCE STORE
6013,11373,POINT (1015942.8479966141 211569.8138069618),GROCERY SUPERMARKET
6014,11373,POINT (1015120.4388878386 210942.099365331),BAR/LOUNGE
6015,11373,POINT (1019687.4312079148 212092.33664710427),GROCERY SUPERMARKET
6016,11373,POINT (1014719.4160561262 210118.1971022697),GROCERY SUPERMARKET
6017,11373,POINT (1020048.0862502062 209728.35533424778),GROCERY SUPERMARKET
6018,11373,POINT (1016237.2877600616 211045.5727614001),STAND
6019,11373,POINT (1015342.8453975067 205393.6077599393),GROCERY SUPERMARKET
6020,11373,POINT (1017958.8794166163 207612.24427080358),GROCERY SUPERMARKET
6021,11373,POINT (1017632.5609919347 209116.47452861004),GROCERY SUPERMARKET
6022,11373,POINT (1015202.6757799666 210126.1072000758),GROCERY SUPERMARKET
6023,11373,POINT (1015209.2022587496 210217.19528768538),GROCERY SUPERMARKET
6024,11373,POINT (1016378.759830029 206513.45386270512),GROCERY SUPERMARKET
6025,11373,POINT (1017264.5509028011 209729.14325114054),GROCERY SUPERMARKET
6026,11373,POINT (1016443.269988198 210943.81783266415),DELICATESSEN
6027,11373,POINT (1015851.8624038942 208458.28865931742),GROCERY SUPERMARKET
6028,11373,POINT (1016094.1247632646 210338.5832027916),CONVENIENCE STORE
6029,11373,POINT (1016746.9384650214 211381.4194885694),GROCERY SUPERMARKET
6030,11373,POINT (1016472.5743927025 211613.14254023152),GROCERY SUPERMARKET
6031,11373,POINT (1019798.3559227085 205561.03753128566),GAS STATION
6032,11373,POINT (1015780.1170359865 208221.38872099272),CONVENIENCE STORE
6033,11373,POINT (1017318.3258068357 207287.0962700532),GROCERY SUPERMARKET
6034,11373,POINT (1016519.3108130114 207938.1739168842),CONVENIENCE STORE
6035,11373,POINT (1018546.1400517353 211908.53780103958),OTHER
6036,11373,POINT (1015522.5262752644 205397.1892996747),GROCERY SUPERMARKET
6037,11373,POINT (1018779.8909505757 207307.34704439744),STAND
6038,11373,POINT (1019437.8512625934 209760.24565744004),GROCERY SUPERMARKET
6039,11373,POINT (1019521.2633038416 209756.73250411995),GROCERY SUPERMARKET
6040,11373,POINT (1015330.3877161216 210151.76963586014),GROCERY SUPERMARKET
6041,11373,POINT (1018440.3543788343 211857.37471975217),GROCERY SUPERMARKET
6042,11373,POINT (1017758.8619203205 207962.0848335736),GROCERY SUPERMARKET
6043,11373,POINT (1016651.8765298766 209938.5409802192),GROCERY SUPERMARKET
6044,11373,POINT (1017406.538627171 209454.9986944068),CONVENIENCE STORE
6045,11373,POINT (1016467.4759854692 206477.13972375783),GROCERY SUPERMARKET
6046,11373,POINT (1018970.0283389752 206895.92109709486),GROCERY SUPERMARKET
6047,11373,POINT (1019133.7760329178 209625.01187061844),GROCERY SUPERMARKET
6048,11373,POINT (1017262.0818576091 208077.63188810428),CONVENIENCE/GAS
6049,11373,POINT (1020908.4961333219 209543.8311565325),GROCERY SUPERMARKET
6050,11373,POINT (1020914.9993603426 206927.4073421709),STAND
6051,11373,POINT (1018315.5173847852 208020.7902015082),DELICATESSEN
6052,11373,POINT (1017052.2334592888 209782.41879069986),GROCERY SUPERMARKET
6053,11373,POINT (1017189.2658819971 209666.01041861915),CONVENIENCE/GAS
6054,11373,POINT (1017341.599606072 209520.490588781),GROCERY SUPERMARKET
6055,11373,POINT (1018243.6201025853 207510.61419534107),GROCERY SUPERMARKET
6056,11373,POINT (1018924.7327171053 207187.32544833465),GROCERY SUPERMARKET
6057,11373,POINT (1018818.8706374422 206392.92865857237),GROCERY SUPERMARKET
6058,11373,POINT (1017018.5807717959 207199.25965539413),GROCERY SUPERMARKET
6059,11373,POINT (1017796.873446195 211736.2489128112),GROCERY SUPERMARKET
6060,11373,POINT (1016385.2987634024 211610.47686958584),GROCERY SUPERMARKET
6061,11373,POINT (1018420.2052462932 211817.28070258332),GROCERY SUPERMARKET
6062,11373,POINT (1020454.0001749437 206594.96913475674),GROCERY SUPERMARKET
6063,11373,POINT (1017645.6128411504 209506.32491350162),GROCERY SUPERMARKET
6064,11373,POINT (1019921.1147418637 208631.5345317253),GROCERY SUPERMARKET
6065,11373,POINT (1019197.248140179 209807.26234178516),TOBACCO RETAIL
6066,11373,POINT (1017300.5837352686 207283.4378988527),GROCERY SUPERMARKET
6067,11373,POINT (1018946.986367055 209446.21921004012),GROCERY SUPERMARKET
6068,11373,POINT (1016273.5227575661 211078.40316299055),GROCERY SUPERMARKET
6069,11373,POINT (1016449.0600844243 211166.06567937063),GROCERY SUPERMARKET
6070,11373,POINT (1016291.8112476427 210648.51373658553),GROCERY SUPERMARKET
6071,11373,POINT (1019803.1943669344 205345.15700726147),DELICATESSEN
6072,11373,POINT (1021432.3577976824 207828.62342307647),GROCERY SUPERMARKET
6073,11373,POINT (1016385.2987634024 211610.47686958584),CONVENIENCE STORE
6074,11365,POINT (1046147.8446952677 210732.2156714988),GROCERY SUPERMARKET
6075,11365,POINT (1043460.7609919962 208699.38908636113),DISCOUNT STORE
6076,11365,POINT (1038962.9484641531 208458.43334148455),CONVENIENCE STORE
6077,11365,POINT (1041028.2419182672 208286.50689012225),GROCERY SUPERMARKET
6078,11365,POINT (1041662.3221658317 208785.02123388095),CONVENIENCE STORE
6079,11365,POINT (1041266.7826127385 206355.1245530071),CONVENIENCE STORE
6080,11365,POINT (1041509.0992812314 208785.7865717305),GROCERY SUPERMARKET
6081,11365,POINT (1044218.2445849925 206526.17880066726),CONVENIENCE STORE
6082,11365,POINT (1038462.3295431765 206370.56505068828),GROCERY SUPERMARKET
6083,11365,POINT (1038294.2788274701 207656.28239890188),TOBACCO RETAIL
6084,11365,POINT (1036868.1175260729 205634.74177152157),STATIONERY STORE
6085,11365,POINT (1037035.5756625371 208546.12292502192),GROCERY SUPERMARKET
6086,11365,POINT (1041680.7829233091 208526.84229695477),GAS STATION
6087,11365,POINT (1041191.1743380219 206333.08205671405),GROCERY SUPERMARKET
6088,11366,POINT (1045826.8263546128 205415.35520291745),CONVENIENCE STORE
6089,11366,POINT (1038564.4634318898 202344.91408559715),GAS STATION
6090,11366,POINT (1042066.7375675398 203864.9806246951),GROCERY SUPERMARKET
6091,11366,POINT (1036763.5610697226 203871.14719672676),GROCERY SUPERMARKET
6092,11366,POINT (1036767.826430543 203703.5641415467),GROCERY SUPERMARKET
6093,11366,POINT (1038349.7778120853 204140.6001241901),DELICATESSEN
6094,11366,POINT (1039811.4329105155 202868.7430263563),CONVENIENCE STORE
6095,11366,POINT (1039665.2449018657 202799.179705401),CONVENIENCE STORE
6096,11366,POINT (1036804.5316474241 204155.42199074448),CONVENIENCE STORE
6097,11432,POINT (1042472.3007848946 203922.79395893263),GROCERY SUPERMARKET
6098,11432,POINT (1042735.3524719677 204037.32950479092),GROCERY SUPERMARKET
6099,11432,POINT (1039669.7778702402 202697.34328476875),GROCERY SUPERMARKET
6100,11432,POINT (1039677.9448844485 202701.11090116404),TOBACCO RETAIL
6101,11432,POINT (1044300.410284024 204720.60395658785),CONVENIENCE STORE
6102,11432,POINT (1043543.9856851721 204391.80441047528),STATIONERY STORE
6103,11432,POINT (1038195.9346184725 202034.49220829163),GROCERY SUPERMARKET
6104,11432,POINT (1037884.496550943 199086.29025939418),GROCERY SUPERMARKET
6105,11432,POINT (1044613.127291434 199069.28553045038),GROCERY SUPERMARKET
6106,11432,POINT (1044426.9906836641 199006.89268222003),TOBACCO RETAIL
6107,11432,POINT (1040020.5692268076 195932.3396017125),GROCERY SUPERMARKET
6108,11432,POINT (1044486.2693390884 199025.25549260608),GROCERY SUPERMARKET
6109,11432,POINT (1039350.9309481727 199005.77712497136),GROCERY SUPERMARKET
6110,11432,POINT (1038856.4571528469 197234.01264676062),GROCERY SUPERMARKET
6111,11432,POINT (1044446.3653575275 199130.8177722417),CONVENIENCE STORE
6112,11432,POINT (1042561.2152092258 197053.1683079078),GROCERY SUPERMARKET
6113,11432,POINT (1044529.7563818385 197364.00986080035),GROCERY SUPERMARKET
6114,11432,POINT (1039025.0727331763 196844.54578860613),GROCERY SUPERMARKET
6115,11432,POINT (1041869.0368521577 197820.24626249514),GROCERY SUPERMARKET
6116,11432,POINT (1041805.8296074995 196770.82998242395),GROCERY SUPERMARKET
6117,11432,POINT (1040640.1970042033 197119.70126466994),GROCERY SUPERMARKET
6118,11432,POINT (1042292.2611462217 196950.51205534852),DELICATESSEN
6119,11432,POINT (1044070.6685542304 197348.65923081973),TOBACCO RETAIL
6120,11432,POINT (1044032.7767101756 199005.919012913),GROCERY SUPERMARKET
6121,11432,POINT (1039101.6701532889 197183.5516058545),GROCERY SUPERMARKET
6122,11432,POINT (1041748.7590766519 198388.31720641704),CONVENIENCE STORE
6123,11432,POINT (1041560.1605807001 198300.4413675232),CONVENIENCE STORE
6124,11432,POINT (1042177.9880565768 198473.13347217103),GROCERY SUPERMARKET
6125,11432,POINT (1038907.2430325043 197095.66834939638),GROCERY SUPERMARKET
6126,11432,POINT (1038814.407062527 197073.60957174943),GROCERY SUPERMARKET
6127,11432,POINT (1041658.5295312915 196686.6855683423),GROCERY SUPERMARKET
6128,11432,POINT (1041167.1018068863 197920.60302378767),GROCERY SUPERMARKET
6129,11432,POINT (1040214.9203058091 196781.67853564897),CONVENIENCE STORE
6130,11432,POINT (1043274.3350395766 198636.08210740378),BAR/LOUNGE
6131,11432,POINT (1039106.512743544 196881.1612444762),CONVENIENCE STORE
6132,11432,POINT (1044496.4973762567 199145.5084295347),GROCERY SUPERMARKET
6133,11432,POINT (1040230.0705256993 196096.77959983493),GROCERY SUPERMARKET
6134,11432,POINT (1042625.5326487976 198670.94552779474),GROCERY SUPERMARKET
6135,11432,POINT (1043286.4885657964 197288.0924678164),DELICATESSEN
6136,11432,POINT (1042791.9132285822 198882.6680755951),GROCERY SUPERMARKET
6137,11432,POINT (1040633.5303180666 197270.85586236313),GROCERY SUPERMARKET
6138,11432,POINT (1046492.1783631216 199750.71988157096),GROCERY SUPERMARKET
6139,11432,POINT (1037599.2382558875 199457.27724270688),GROCERY SUPERMARKET
6140,11432,POINT (1042772.8437138647 197133.82400775253),GROCERY SUPERMARKET
6141,11432,POINT (1042561.2152092258 197053.1683079078),GROCERY SUPERMARKET
6142,11432,POINT (1039541.6616339723 195596.06131860998),GROCERY SUPERMARKET
6143,11432,POINT (1042872.3047486608 197163.21219863702),GROCERY SUPERMARKET
6144,11432,POINT (1039302.2172653404 197256.86903964228),GROCERY SUPERMARKET
6145,11432,POINT (1039363.475372155 198976.657267383),DELICATESSEN
6146,11432,POINT (1040864.4101760611 197777.81799791282),GROCERY SUPERMARKET
6147,11432,POINT (1037935.0305242435 198794.9329340867),CONVENIENCE STORE
6148,11432,POINT (1043821.7175756824 198928.88746823094),GROCERY SUPERMARKET
6149,11432,POINT (1044402.0650908907 198994.4476670112),GROCERY SUPERMARKET
6150,11432,POINT (1042872.3047486608 197163.21219863702),GROCERY SUPERMARKET
6151,11432,POINT (1044361.0242493134 199108.74102294387),GROCERY SUPERMARKET
6152,11432,POINT (1046863.8660626569 199960.30921194184),GAS STATION
6153,11432,POINT (1039933.5364087648 196408.3320893815),CONVENIENCE STORE
6154,11432,POINT (1040400.2464869275 197809.5225301069),GROCERY SUPERMARKET
6155,11432,POINT (1040824.5347089099 197049.06064328406),GROCERY SUPERMARKET
6156,11432,POINT (1039182.8296456323 196480.57004066018),GROCERY SUPERMARKET
6157,11432,POINT (1039026.2611299438 197059.50448775323),GROCERY SUPERMARKET
6158,11432,POINT (1041923.2901365478 196793.66910512903),GROCERY SUPERMARKET
6159,11367,POINT (1037090.411433394 201813.3857602709),GROCERY SUPERMARKET
6160,11367,POINT (1037058.7673317393 201951.7607362391),GROCERY SUPERMARKET
6161,11367,POINT (1033142.4338912679 205182.472936899),GROCERY SUPERMARKET
6162,11367,POINT (1034258.4338771952 202689.06387488538),CONVENIENCE STORE
6163,11367,POINT (1035438.9191919634 205205.4221857596),CONVENIENCE STORE
6164,11367,POINT (1033052.1259777847 205440.96290215102),GROCERY SUPERMARKET
6165,11367,POINT (1035631.7720672957 208371.86922766798),TOBACCO RETAIL
6166,11367,POINT (1035586.474514599 201088.7777292746),GROCERY SUPERMARKET
6167,11367,POINT (1037075.4474845334 201674.9097542855),CONVENIENCE/GAS
6168,11367,POINT (1035586.474514599 201088.7777292746),GROCERY SUPERMARKET
6169,11367,POINT (1035446.2152435465 205292.88307842717),TOBACCO RETAIL
6170,11367,POINT (1032620.2432002851 206314.49210768685),GROCERY SUPERMARKET
6171,11367,POINT (1035302.667139353 201062.68018253185),GAS STATION
6172,11367,POINT (1033688.3668225546 204082.1464593633),GROCERY SUPERMARKET
6173,11367,POINT (1035713.0510902664 201136.41020676112),CONVENIENCE STORE
6174,11367,POINT (1035446.2152435465 205292.88307842717),GROCERY SUPERMARKET
6175,11367,POINT (1035433.1090702073 205074.24933027476),GROCERY SUPERMARKET
6176,11435,POINT (1036235.4244799152 201256.56860220886),GROCERY SUPERMARKET
6177,11435,POINT (1037050.1445524428 196235.38481337714),GROCERY SUPERMARKET
6178,11435,POINT (1037160.8917129138 196177.3292521495),GROCERY SUPERMARKET
6179,11435,POINT (1039763.6285562078 191894.9693625658),CONVENIENCE STORE
6180,11435,POINT (1036882.9762067045 191504.87858806815),CONVENIENCE STORE
6181,11435,POINT (1037539.168739205 194491.30642063118),STAND
6182,11435,POINT (1039128.460755453 192319.80321888192),CONVENIENCE/GAS
6183,11435,POINT (1037553.4557205599 194928.53274168907),STAND
6184,11435,POINT (1035359.3577725207 195891.24651211937),GROCERY SUPERMARKET
6185,11435,POINT (1037565.0687170402 194582.4728786412),GROCERY SUPERMARKET
6186,11435,POINT (1037672.8796931382 194965.24203781664),GROCERY SUPERMARKET
6187,11435,POINT (1037600.3347268858 194673.6140327536),GROCERY SUPERMARKET
6188,11435,POINT (1038164.0066715471 195184.91730656353),GROCERY SUPERMARKET
6189,11435,POINT (1038520.8665715605 190212.59687610992),GROCERY SUPERMARKET
6190,11435,POINT (1036430.2677993355 196583.81073828245),GROCERY SUPERMARKET
6191,11435,POINT (1040836.7853472416 190243.39507664615),GROCERY SUPERMARKET
6192,11435,POINT (1038405.1910955581 195209.1357401649),GROCERY SUPERMARKET
6193,11435,POINT (1036185.160518624 196204.37145529414),DISCOUNT STORE
6194,11435,POINT (1036264.4036533178 194936.67045871526),GROCERY SUPERMARKET
6195,11435,POINT (1040136.8166300794 191436.78048739402),CONVENIENCE STORE
6196,11435,POINT (1034913.9070012494 197138.02272935523),GROCERY SUPERMARKET
6197,11435,POINT (1037440.0398617066 194939.21657442534),GROCERY SUPERMARKET
6198,11435,POINT (1034754.1366017588 197709.69460649972),GROCERY SUPERMARKET
6199,11435,POINT (1037023.9114233692 196308.1910512395),GROCERY SUPERMARKET
6200,11435,POINT (1036538.8090812544 195238.92800779486),GROCERY SUPERMARKET
6201,11435,POINT (1037112.1110401256 192471.99068887613),GROCERY SUPERMARKET
6202,11435,POINT (1037128.2625095748 196647.25120215237),GROCERY SUPERMARKET
6203,11435,POINT (1038912.1366807467 193558.03690501075),GROCERY SUPERMARKET
6204,11435,POINT (1039939.074993418 189632.88562362752),DELICATESSEN
6205,11435,POINT (1038802.0072259743 192672.67351101435),DELICATESSEN
6206,11435,POINT (1039005.5924391266 189124.34022775124),CONVENIENCE STORE
6207,11435,POINT (1036055.2722319579 195355.20303793642),DELICATESSEN
6208,11435,POINT (1034663.2728171912 197811.51775880795),GROCERY SUPERMARKET
6209,11435,POINT (1034877.0870695869 196718.96654667536),GROCERY SUPERMARKET
6210,11435,POINT (1034548.7937604889 197658.25519024147),CONVENIENCE STORE
6211,11435,POINT (1036383.1641401455 196203.58135511947),GROCERY SUPERMARKET
6212,11435,POINT (1037738.4983761089 195140.26155444016),GROCERY SUPERMARKET
6213,11435,POINT (1037982.2497364513 193741.7695529509),CONVENIENCE STORE
6214,11435,POINT (1037856.7925233925 193803.42307533402),GROCERY SUPERMARKET
6215,11435,POINT (1039036.6024166739 191000.71354314982),CONVENIENCE STORE
6216,11435,POINT (1039054.5625990798 192498.1455326942),GROCERY SUPERMARKET
6217,11435,POINT (1038617.9244355985 190343.9734743246),GROCERY SUPERMARKET
6218,11435,POINT (1038347.1940729591 192981.1339319098),GAS STATION
6219,11435,POINT (1038740.637372735 190530.05570447783),GROCERY SUPERMARKET
6220,11435,POINT (1035323.5557293472 195350.019140285),GROCERY SUPERMARKET
6221,11435,POINT (1040930.452317667 190148.88540045606),CONVENIENCE STORE
6222,11435,POINT (1040627.3575041867 190618.15698519684),CONVENIENCE STORE
6223,11435,POINT (1035646.6436769245 195317.9029123543),CONVENIENCE STORE
6224,11435,POINT (1034456.566514109 197745.5096084295),CONVENIENCE STORE
6225,11427,POINT (1054250.2042847262 207340.62982420027),GROCERY SUPERMARKET
6226,11427,POINT (1055093.5839334219 205253.30745088359),GROCERY SUPERMARKET
6227,11427,POINT (1054833.4215345306 204983.35664429024),GROCERY SUPERMARKET
6228,11427,POINT (1054850.6861092332 205341.55682453292),GROCERY SUPERMARKET
6229,11427,POINT (1051136.8915427758 202183.20079062736),GROCERY SUPERMARKET
6230,11427,POINT (1050921.7524749236 202197.19113321396),GROCERY SUPERMARKET
6231,11427,POINT (1057351.9674430303 206554.89121442783),CONVENIENCE STORE
6232,11427,POINT (1054833.4215345306 204983.35664429024),GROCERY SUPERMARKET
6233,11427,POINT (1052480.6796489002 203381.95175883913),GROCERY SUPERMARKET
6234,11427,POINT (1055061.3621188945 203615.23083879706),GROCERY SUPERMARKET
6235,11427,POINT (1052399.7853891687 203265.1305636987),BAR/LOUNGE
6236,11427,POINT (1057351.9674430303 206554.89121442783),GROCERY SUPERMARKET
6237,11427,POINT (1057011.9763024582 204965.38827727392),BAR/LOUNGE
6238,11369,POINT (1020051.665867196 215189.7011747205),CONVENIENCE STORE
6239,11369,POINT (1021129.3513267711 215373.1233382537),GROCERY SUPERMARKET
6240,11369,POINT (1022406.1435216069 215437.39454439207),DELICATESSEN
6241,11369,POINT (1019777.7348360341 215149.23254051537),CONVENIENCE STORE
6242,11369,POINT (1018945.1593516096 217319.4511823144),DELICATESSEN
6243,11369,POINT (1017046.9202032634 217597.34942631054),GROCERY SUPERMARKET
6244,11369,POINT (1017495.5604264875 217495.94771700297),CONVENIENCE/GAS
6245,11369,POINT (1018173.7303791228 216280.00577993566),DELICATESSEN
6246,11369,POINT (1018332.775648526 217249.35381953738),CONVENIENCE STORE
6247,11369,POINT (1018538.0715318108 218801.70977953705),GROCERY SUPERMARKET
6248,11369,POINT (1019367.4758829358 219323.89113430947),GROCERY SUPERMARKET
6249,11369,POINT (1018352.1019641605 216302.12087479347),GROCERY SUPERMARKET
6250,11369,POINT (1017518.1247534872 219616.38975961742),CONVENIENCE STORE
6251,11369,POINT (1019933.9102005581 215757.88654191638),GROCERY SUPERMARKET
6252,11369,POINT (1019939.9031603648 216956.55983505945),DELICATESSEN
6253,11369,POINT (1021254.3269376516 216805.50209903112),CONVENIENCE STORE
6254,11369,POINT (1022446.3327929734 216297.28727080495),GROCERY SUPERMARKET
6255,11369,POINT (1019567.4837033565 215119.77719174232),CONVENIENCE STORE
6256,11368,POINT (1022447.2479104974 212912.6358532189),GROCERY SUPERMARKET
6257,11368,POINT (1024545.7641098154 209735.40508257106),GROCERY SUPERMARKET
6258,11368,POINT (1024364.7290047621 212310.93923590647),GROCERY SUPERMARKET
6259,11368,POINT (1025046.4807539227 213372.2795880435),GAS STATION
6260,11368,POINT (1022840.3667545444 211707.3119586769),CONVENIENCE STORE
6261,11368,POINT (1021847.6853130881 207887.55988693165),CONVENIENCE STORE
6262,11368,POINT (1023705.5149189736 209435.27156410314),GROCERY SUPERMARKET
6263,11368,POINT (1023544.1934769807 210316.68715325886),CONVENIENCE STORE
6264,11368,POINT (1022915.5139685777 208723.549656526),GROCERY SUPERMARKET
6265,11368,POINT (1022337.2518936695 212548.1292068689),STAND
6266,11368,POINT (1021785.3718744952 206965.6909322519),CONVENIENCE STORE
6267,11368,POINT (1022211.7342977846 212023.28957784138),GROCERY SUPERMARKET
6268,11368,POINT (1022040.892490242 211950.15937228626),GROCERY SUPERMARKET
6269,11368,POINT (1020757.0203238844 212239.66437831672),GROCERY SUPERMARKET
6270,11368,POINT (1024011.4887168898 209574.21490781865),GROCERY SUPERMARKET
6271,11368,POINT (1024155.0359034145 209231.9821531765),GROCERY SUPERMARKET
6272,11368,POINT (1023349.6486134846 213086.3989569373),GROCERY SUPERMARKET
6273,11368,POINT (1023553.046430369 212207.59922450033),GROCERY SUPERMARKET
6274,11368,POINT (1024023.8374093877 211010.80318332498),GROCERY SUPERMARKET
