ZIPCODE,NORMALIZED EDP CALLS,NORMALIZED_TREE_COUNT,LIQUOR_SHOPS_NORMALIZED,NORMALIZED_SMOKE,KW_POTENTIAL,NORMALIZED_RESTAURANT_COUNT,NORMALIZED_SIDEWALK_WIDTH,SIDEWALK CONDITION COMPLAINTS,STREET LIGHT CONDITION COMPLAINTS,NORMALIZED_HEIGHT,POPULATION
11210,-0.13501055582497173,-0.17049308181076966,-0.6791154975057311,-0.6225495650324894,0.7970686540610663,-0.22416420702462644,0.48403516955244846,-0.2299666370660953,-0.3123213035224563,-0.43814839064017325,134134.0
11211,-0.02768839222956481,-0.34045105990972424,0.8477401812392613,0.5826144084905468,1.2558621639168368,0.04744448414129437,0.5584634145644628,-0.1544796836978163,-0.12683361646856048,-0.22851352686658674,121722.0
11212,0.5928246211500825,-0.5710310216020392,-0.04990302052948237,0.13993377852998526,0.5510893746248148,-0.21956293873111554,0.9578444150677291,-0.6347824497382438,-0.18396805906193117,-0.40867857353174314,167732.0
11213,0.4566974996853818,-0.46352058620199854,-0.10631404908978298,-0.23881405725268853,-0.06210241950075339,-0.20537699654812042,0.9201137910057211,-0.5460791148647126,-0.10348879300440467,-0.34419552389785185,124852.0
11214,-0.32005461880545505,-0.589000966507634,-0.1624743619675935,-0.04283061504006903,1.6795757994959264,-0.17299313602274954,0.07518575432071806,-0.4127816632818737,-0.13817092823465357,-0.4208182017598925,178122.0
11215,-0.09946110125795306,0.07671036639533951,0.16380193750832303,0.04168151937596333,0.35931755848278646,-0.005371928981769733,0.7210584535865747,0.44217887383663596,0.3794745918097084,-0.24677964625251206,126544.0
11216,0.4872664260937559,-0.3773451258118639,0.432309008053757,0.22813791009777243,-0.32596947303803386,-0.09246271676190554,1.330523288487181,0.04369984112737379,-0.12438163575929927,-0.20301677885248265,107724.0
11217,0.6670065730761224,-0.07656044912998168,0.21447666665646004,0.34280029233578163,-0.371091848138473,0.1321509999812148,1.1423080456328434,0.1145181979233617,0.31618073140615144,-0.15588658833066812,73230.0
11218,-0.4272817441822946,-0.34975920780686875,-0.29021211711604367,-0.15393246731531468,0.8780630074126256,-0.18364208402369406,0.3095621158610088,-0.5581122115244532,-0.3479252176767238,-0.39631518285782247,144560.0
11219,-0.7524053703479868,-0.5957513824389614,-0.4921937606470318,-0.7002421800290382,1.4259647704624703,-0.23208279744773025,0.7373829187460917,-0.34446392662793907,-0.21749431278428377,-0.37309775876629575,185122.0
11220,-0.1037880582786412,-0.5973941467404038,0.11940169820355964,-0.06650501257123588,1.341671131860856,-0.09541491880242385,-0.29620345643196094,-0.6469380122421355,-0.17234624762793108,-0.3549036755097531,194514.0
11221,0.44134008743794617,-0.3987261644824237,0.3018595648657413,0.28239895438956353,0.2889925012738894,-0.19521565119340134,1.086688979955209,-0.2483017598680851,-0.05340994217512708,-0.27625281233262966,160464.0
11222,0.08468729799536195,0.09571390118456725,0.9777918724798678,0.6034379068503276,1.1812941845492053,0.05585522892727448,0.09491989522226114,-0.4689554220387958,0.19976549943910044,-0.2796117096722649,72630.0
11223,-0.3310114276075135,-0.2528065229151082,-0.15207814400568667,0.085110345908493,1.7458645703655074,-0.1766565955140206,0.4087349016852619,0.3145198159162559,-0.4177873625560588,-0.44609567350888085,159728.0
11224,0.3700441916396393,-0.7104714686101575,-0.38851811323652496,-0.41012046208142905,0.16730466721810267,-0.18625114869759946,0.5514709166637765,-0.7366856166786288,-0.3302399054634319,-0.3928976522717945,99200.0
11225,0.16644235660812076,-0.5633511982359581,-0.13886655858664368,-0.08756051706574552,-0.2628697816481509,-0.15655533547483724,0.7181250875236594,1.108424509950208,-0.22090302523390637,-0.34192858223199846,113054.0
11226,0.33088931027735335,-0.7462564053427776,-0.20229856879683028,-0.21207376480918574,0.949331701530202,-0.18554764985477423,0.8185596267264881,-0.736348008135294,-0.41370357303730254,-0.32846200703963374,212264.0
11228,-0.5816867394782252,-0.08604629712385735,-0.13182955375404198,-0.036856256001316284,0.32209555954479635,-0.21776728651234353,0.3906412982405855,0.02855875993634529,-0.13562018549781898,-0.4620155783289554,86160.0
11229,-0.35857571346713984,-0.2306520631005324,-0.25567556058293534,-0.4454001383112088,1.428602821090385,-0.20748769997280733,-0.14941473602823507,-0.055545486006169605,-0.044849753595902986,-0.45042022019361666,159216.0
11230,-0.3572658349833604,-0.049167684478867185,-0.4548050775905571,-0.37267110536762077,1.176066298317907,-0.22215586550053146,0.4584817680160226,0.1145330924179206,-0.3684595908500556,-0.4026962449979779,161714.0
11231,-3.291121177087369,-0.5057912365930721,1.4299001109012452,0.1462310900785688,0.5379473365097731,0.24319405870744237,0.31039662591069456,1.6262150638515145,0.9528519710846597,0.3336347572976247,132576.0
11232,0.1849104960776562,-0.2967179952915261,0.6514806990180411,0.2672121494699667,0.6506189609782487,-0.06138276788485313,0.5920928259410129,-0.1854072741774251,0.2906208748132914,-0.3427848241193801,59042.0
11233,1.019375413096687,-0.30403833552684656,-0.08399564064735428,0.10701639012679282,-0.06183379293550883,-0.22152638377733594,1.0604722175106862,-0.20150822279558192,-0.16526261232514428,-0.2980111991920437,133474.0
11234,-0.29545795242526857,0.4695615034952288,-0.4687999138823423,-0.4142157252625837,3.5410614665916804,-0.19402180832954954,-0.6929412899298205,-0.2955686108787928,-0.2668903644105847,-0.46475595836670636,171706.0
11235,-0.2384820562504926,-0.3447423082087918,-0.181211117803019,-0.1889913173879815,1.8058922759066962,-0.1814159325130438,-0.46037105310128684,-0.5354775446264647,-0.22719209360703868,-0.40692018776035244,152260.0
