CAMIS,DBA,ZIPCODE,Latitude,Longitude
41424312,LA TERNURA,11232.0,40.652037800133,-74.010065570654
41424474,JOHN JAY DINING HALL,10027.0,40.805667548901,-73.962382481514
41424484,CHEF MIKES SUB SHOP AT URIS DELI (MAIN CAMPUS),10027.0,40.806273239958,-73.959734366147
41424557,BIG DADDY CARIBBEAN TASTE,10470.0,40.898737293788,-73.854038912213
41424812,BANK OF TOKYO/EXECUTIVE DINING,10020.0,40.759637082526,-73.980626737424
41424828,DUNKIN,11225.0,40.669245514715,-73.950423325351
41424918,XIN FA BAKERY,11220.0,40.63759496887,-74.007350269514
41425365,THE WING BAR,11231.0,40.682557225208,-73.993272114589
41425426,BAKERI,11249.0,40.719947951129,-73.959985136375
41425803,DONUT SHOPPE,11229.0,40.598852449746,-73.956262561043
41426199,CONTI'S PASTRY SHOPPE,10462.0,40.845849203507,-73.863043222117
41426289,GEORGINA RESTAURANT,10459.0,40.820978117731,-73.893155134446
41426316,CARAVAGGIO,10021.0,40.773302255654,-73.96494980829
41426418,LA BOOM CLUB,11377.0,40.753533200236,-73.90466934199
41426727,AWASH ETHIOPIAN RESTAURANT,10025.0,40.800744441851,-73.96546986986
41426958,HAMPTON INN - MANHATTAN TIMES SQUARE SOUTH,10018.0,40.755817756863,-73.992329828003
41426964,HOLIDAY INN EXPRESS NYC TIMES SQUARE,10018.0,40.755869915431,-73.992452544823
41427358,KING'S KITCHEN,11221.0,40.691380884045,-73.936736488639
41427508,KING OF TANDOOR,11225.0,40.658951036849,-73.960540875347
41427673,SHERATON NEW YORK HOTEL & TOWERS,10019.0,40.762667534145,-73.982095067784
41427678,SHERATON NEW YORK HOTEL & TOWERS,10019.0,40.762667534145,-73.982095067784
41427680,THE LIBRARY BAR,10019.0,40.762667534145,-73.982095067784
41427683,HUDSON'S MARKET @ SHERATON NEW YORK,10019.0,40.762667534145,-73.982095067784
41427685,SHERATON NEW YORK HOTEL & TOWERS,10019.0,40.762667534145,-73.982095067784
41427688,SHERATON NEW YORK HOTEL & TOWERS,10019.0,40.762667534145,-73.982095067784
41427712,PANERA BREAD,11360.0,40.780990229554,-73.77549798665
41427803,HAMPTON INN LAGUARDIA,11369.0,40.768298835888,-73.867531917019
41428009,LOS FLORENCIOS,11237.0,40.698979333198,-73.916699278041
41428096,LA ISLA CUCHIFRITOS,11206.0,40.701015178054,-73.942202000638
41428124,FORTY EIGHT LOUNGE,10036.0,40.759093865126,-73.982135738508
41428295,FACULTY HOUSE,10027.0,40.806670955777,-73.958964712932
41428414,GHANG THAI KITCHEN,11201.0,40.68621330679,-73.994028943481
41428580,BUON,11379.0,40.722063414203,-73.885514563239
41428588,DUNKIN,11234.0,40.625778307211,-73.928106238322
41428706,GOOD FAMILY BAKERY,11229.0,40.598658226461,-73.958016358465
41428773,SHERWOOD TO GO,10022.0,40.759480578937,-73.968104761178
41428965,IGGY'S PIZZERIA,10003.0,40.729157040439,-73.984160690966
41429004,ALTUS CAFE,10033.0,40.852365095594,-73.934627200485
41429187,HOURGLASS TAVERN,10036.0,40.760590695911,-73.989802449592
41429354,HAAGEN DAZS,10451.0,40.819231511523,-73.927004040974
41429791,RASPBERRY DELI & GROCERY,10029.0,40.792845974339,-73.940821824968
41429907,MARIO'S DELI,11222.0,40.725972546727,-73.940596416461
41430074,MOLTO BENE,11209.0,40.615602471842,-74.031278740771
41430102,FONDA,11215.0,40.663529569146,-73.984392603436
41430526,CARVEL,11416.0,40.691168817409,-73.838156336611
41430562,ONTARIO BAR,11211.0,40.711127539872,-73.949327971081
41430578,GOODFELLA'S,10463.0,40.886790334992,-73.904481132796
41430594,1 STOP PATTY SHOP,10031.0,40.824869602416,-73.947878825434
41431046,JOSEPH LEONARD,10014.0,40.733651303685,-74.001576821564
41431051,LUCKY DOG,11211.0,40.713547798565,-73.961886378114
41431202,FEITENG CHINESE TAKE OUT KITCHEN,11231.0,40.674473831169,-74.007220961879
41431210,MARACUS CLUB AND RESTAURANT,11418.0,40.700524796652,-73.828064204629
41431239,QUE SABROSURA RESTAURANT,10453.0,40.858331466952,-73.902653166966
41431607,TANOREEN CATERERS,11209.0,40.63123764227,-74.02787070998
41431868,SHANGHAI CHINESE RESTAURANT,10021.0,40.768661447848,-73.958446694444
41431917,FOREST THAI CUISINE,10310.0,40.626385439854,-74.130351671156
41432143,DALY'S PUB,11106.0,40.762529102737,-73.92493660746
41432344,LOLLIPOPS ICE CREAM,10466.0,40.893640788689,-73.843926133098
41432588,TOASTIES,10022.0,40.758661721903,-73.975541028846
41432599,STARBUCKS,11432.0,40.725592918592,-73.791693405277
41432714,SWEET AFTON,11103.0,40.765226197636,-73.919410246818
41433057,NEW SHUN WEI RESTAURANT,10038.0,40.711890760013,-73.996894282749
41433069,ISLANDER TASTE,10309.0,40.54235091781,-74.208236910242
41433190,SAINT ANNS,11004.0,40.748803662566,-73.708892159768
41433265,WA JEAL,10028.0,40.775543368606,-73.953427306702
41433437,NICE PIZZA,11238.0,40.687484443642,-73.956950597323
41433469,THE CAPITAL GRILLE,10271.0,40.708538906895,-74.011040790545
41433795,THE AVENUE,11385.0,40.702042271549,-73.879399871087
41433950,CARIBE RESTAURANT,10461.0,40.846312754261,-73.831802766473
41433964,WILD GINGER VEGETARIAN KITCHEN,10013.0,40.720344633031,-73.996428511512
41434590,620 ON CATON,11218.0,40.647698611505,-73.974320596291
41434593,VETRO,11414.0,40.649974328747,-73.837586353412
41434693,SANSIMIAN JAMAICAN WEST INDIAN RESTAURANT,11210.0,40.625472189055,-73.93988287167
41434827,NEW KING GARDEN COMPANY,11419.0,40.687840881203,-73.833440840439
41434859,PATACON PISAO,11373.0,40.735289116727,-73.881497275382
41434872,SAL & PAUL'S PIZZERIA,11212.0,40.669622459638,-73.911054900301
41435037,SALIMAR,10454.0,40.809546053598,-73.923926086133
41435053,BERRY PARK,11249.0,40.722347764472,-73.95497263157
41435077,DUNKIN,11415.0,40.708145673134,-73.830836219179
41435084,DUNKIN,11416.0,40.689931543602,-73.84254414806
41435182,LA GRAN URUGUAYA BAKERY & RESTAURANT,11372.0,40.750044808722,-73.881337386116
41435736,LIU WRAC WELLNESS CENTER,11201.0,40.691742695715,-73.981544437474
41435738,DIE STANMKNEIPE,11217.0,40.685957902847,-73.973599089155
41435782,LACONIA PIZZERIA,10466.0,40.88462843217,-73.849024964874
41435950,ARMANDO GROCERY & BAKERY,11237.0,40.700117774416,-73.912164520922
41436019,TAQUERIA EL FOGON,11237.0,40.704471869186,-73.929330276413
41436074,MICHAEL ANGELO'S BRICK OVEN,10458.0,40.857166305956,-73.886195707482
41436109,STARBUCKS,10017.0,40.756384108784,-73.978205696835
41436344,KIM'S ISLAND CHINESE RESTAURANT,10307.0,40.510623221805,-74.248372180942
41436770,PIZZA HAVEN,10034.0,40.867776345085,-73.920869117333
41436831,GREEK EXPRESS,10463.0,40.887580354978,-73.907272067544
41436874,THE CROSBY STREET HOTEL,10012.0,40.722946705295,-73.997719930108
41436878,CASA LEVER,10022.0,40.759413063897,-73.972360616364
41437033,KING'S PIZZA,11229.0,40.608629779839,-73.95732217607
41437135,SUNNYSIDE PIZZA,11104.0,40.743792823972,-73.92411693894
41437526,NELLO,10065.0,40.765706168306,-73.969874293435
41437528,BENNY'S BRICK OVEN,11230.0,40.618321526405,-73.957078221647
41437865,HENRY PUBLIC,11201.0,40.690363504032,-73.996408487991
41437928,DUNKIN,11106.0,40.755689183083,-73.924969611385
41439298,MOON HOUSE CHINESE RESTAURANT,10029.0,40.788040307017,-73.947257743984
41439621,HAMPTON INN,10038.0,40.709014261088,-74.002272377595
41439739,NEW DOUBLE CHINESE RESTAURANT,11385.0,40.700848779202,-73.893763153789
41439796,GRAND SLAM BANQUET HALL,10457.0,40.84694475829,-73.897707242945
41439805,COLBEH,10018.0,40.752064735112,-73.983465849003
41440130,TONYS PIZZA ON NOSTRAND,11225.0,40.668822898479,-73.95060748382
41440450,"KFC, TACO BELL",11222.0,40.729468769815,-73.950915949393
41441196,MOTORINO PIZZERIA NAPOLETANA,10003.0,40.730521266632,-73.984734056087
41441326,KEG AND LANTERN TAVERN,11222.0,40.723956984925,-73.950234549976
41441462,DUNKIN,11429.0,40.707078133808,-73.751127468185
41441571,FRANKIE'S KITCHEN,10003.0,40.728353545518,-73.990759913599
41441583,KAPAMILYA,11377.0,40.746339992501,-73.896122784181
41441935,PROJECT PARLOR,11205.0,40.694904833974,-73.95318093281
41442084,EL PARADOR CAFE,10016.0,40.744347644967,-73.974846183581
41442317,CROWN FRIED CHICKEN,11207.0,40.660958755024,-73.885046747664
41442734,THE SACKETT,11217.0,40.677810295486,-73.982016991023
41442898,C & L IMPERIAL INC,11355.0,40.743679965153,-73.825657182536
41442937,AKSARAY TURKISH CAFE AND RESTAURANT,11229.0,40.610032464202,-73.957587792841
41443528,MMM THATS A WRAP,11361.0,40.758817971529,-73.76856664015
41443633,LUCKY'S FAMOUS BURGERS,10011.0,40.744808747602,-73.997376334098
41443646,STARBUCKS,10001.0,40.747119757708,-73.99499068076
41443726,MCKENNA'S PUB,10011.0,40.739146326535,-74.001125878852
41443815,DOWNTOWN GALWAY HOOKER,10014.0,40.734565299151,-74.002244385625
41443837,NEIR'S TAVERN,11421.0,40.690238354079,-73.863479474021
41444147,NATIONAL RESTAURANT & COFFEE SHOP,10468.0,40.873206686328,-73.889183802441
41444157,MAMMA ROSA'S,10469.0,40.865493191577,-73.85844711348
41444291,THINK COFFEE,10003.0,40.733107410331,-73.989943785585
41444302,"ROCKWOOD MUSIC HALL: Stage 2, Stage 3",10002.0,40.722240785634,-73.988899208106
41444322,LOUIE'S PIZZERIA,11373.0,40.746111135105,-73.883600024648
41444651,TRIONA'S,10012.0,40.729742768446,-73.999613935988
41444679,FOO HING KITCHEN,10454.0,40.807291740699,-73.918643883081
41444789,ROBERTO'S,10458.0,40.853570114271,-73.88839246586
41444809,"PRINT RESTAURANT, PRESS LOUNGE/BANQUET KITCHEN",10036.0,40.764310218481,-73.995783572888
41444866,PIES-N-THIGHS,11211.0,40.711288656873,-73.961299722045
41444899,CASA ASIA,11357.0,40.788534746783,-73.815052112652
41445485,OCCASIONS BANQUET AND CATERING HALL,11434.0,40.681314622852,-73.764971601019
41445602,FLOR DE MAYO,10024.0,40.785936516755,-73.976300141742
41445662,EL ABUELO GOZON,11372.0,40.7473602271,-73.886564461239
41445835,SAM WON GAHK,11354.0,40.764689859162,-73.823024445946
41446057,ROBERT,10019.0,40.767693163031,-73.981956526181
41446106,DUNKIN,10454.0,40.805200014891,-73.910938051839
41446174,L.I.E. HOT BAGEL,11364.0,40.746429107713,-73.766365048929
41446753,TASTY GRILL,11357.0,40.788249690252,-73.813601178663
41447492,JIMBO'S HAMBURGER PALACE,10459.0,40.820985243511,-73.891970044593
41447522,FLATBUSH LATIN GRILL,11226.0,40.649822388345,-73.961987789722
41447792,FRESH & CO,10001.0,40.748601783099,-73.992348707523
41447825,CHEEKY SANDWICHES,10002.0,40.715735905626,-73.991465095733
41447856,WILD,10014.0,40.734537707326,-74.006173862074
41447862,KINGSBRIDGE COFFEE SHOP,10468.0,40.867293523723,-73.896941859867
41447901,YUMMY TACO,11201.0,40.69219905222,-73.986787486233
41448021,PIER 76,10301.0,40.640284828856,-74.075627974944
41448381,ACCRA RESTAURANT,10453.0,40.853856841753,-73.908468782208
41448576,PYRAMID COFFEE COMPANY,10021.0,40.765204056713,-73.953885815035
41448603,TOMO JAPANESE RESTAURANT,11237.0,40.704592476483,-73.929066858265
41448651,AMITY HALL,10012.0,40.729756486478,-73.998784078515
41448719,GOLDMAN SACHS,10282.0,40.713838756323,-74.013812009623
41449122,TABARE,11211.0,40.712956711403,-73.959094773167
41449143,GREEN FITNESS STUDIO,11206.0,40.704035599388,-73.934192544312
41449148,TAZ CAFE,10005.0,40.706639744237,-74.00847602604
41449335,SUBWAY,11207.0,40.683651564817,-73.911764441564
41449421,LA GITANA PANADERIA - RESTAURANTE,11421.0,40.692867755086,-73.854476908747
41449514,PURPLE YAM,11226.0,40.640516081385,-73.965949460277
41449587,CASK BAR & KITCHEN,10016.0,40.745419020608,-73.979457986551
41449659,POPEYES,11234.0,40.633516465934,-73.929088654502
41449878,CHRIS CARIBBEAN & AMERICAN RESTAURANT,11216.0,40.676206038033,-73.949891776634
41450073,BIG FLEISHIG'S EXPRESS,11204.0,40.627559763959,-73.989138373724
41450097,NU HOTEL,11201.0,40.688809492286,-73.989016576646
41450143,GATO VERDE SPORTS BAR,11372.0,40.747642816857,-73.88370200061
41450417,DELTA SKY CLUB (BARTENDER SERVICE TERMINAL D DELTA DEPARTURE),11369.0,40.774414029772,-73.877293351848
41450589,LA PERLA DEL ULUA RESTAURANT,11237.0,40.70368330811,-73.928025504583
41450604,BAGELS & CO,11366.0,40.729237284781,-73.781005725013
41450623,MCDONALD'S,11225.0,40.66332885091,-73.96022829133
41450629,MCDONALD'S,11213.0,40.668765815868,-73.930514569136
41451015,PRIVILEGE LOUNGE,11206.0,40.706236140937,-73.943016199656
41451183,L'AROMA DELI CAFE,11385.0,40.712049652603,-73.905699214674
41451247,THE LONG ROOM,10036.0,40.756453675259,-73.98395204157
41451271,PITKIN SEAFOOD,11212.0,40.669554202997,-73.911523616748
41451698,LUCY'S CANTINA ROYALE,10119.0,40.751091318302,-73.992925898182
41451863,LUCKY STAR RESTAURANT,11372.0,40.753729240603,-73.87201498075
41451912,KARAOKE BOHO,10014.0,40.732591819214,-74.001923186451
41451984,FAITHY'S KITCHEN,10466.0,40.889439965331,-73.831277296077
41451985,BRANCACCIO'S FOOD SHOP,11218.0,40.648393914504,-73.978569041424
41452090,MILON BANGLADESH & INDIAN RESTAURANT,10003.0,40.726176503184,-73.986326130772
41452373,PEACHES HOTHOUSE,11216.0,40.683287523776,-73.943890401437
41452375,OFRENDA,10014.0,40.733879099742,-74.002634058792
41452462,CRYSTAL,10022.0,40.756840453612,-73.969326057646
41452504,NIGHT°,11220.0,40.636683320312,-74.011886375796
41452652,CRAVE,11103.0,40.766302683072,-73.916329553988
41452725,TASTE OF GEORGIA,11229.0,40.609732507974,-73.955545897266
41453205,THE GREY DOG,10011.0,40.740406178389,-73.999996391345
41453281,DEVON AND BLAKELY,10281.0,40.711417662063,-74.015441905792
41453317,DUNKIN,11103.0,40.757675818064,-73.920058315498
41453331,BEST WESTERN HOTEL HOSPITALITY HOUSE,10017.0,40.755633503809,-73.97225029671
41453428,SPOT,10003.0,40.72918505831,-73.989042368633
41453811,THE POINT CAFE & GRILL,10474.0,40.809594391488,-73.880717843612
41453878,BISTRO VENDOME,10022.0,40.75881175216,-73.962026422211
41453954,CHIPOTLE MEXICAN GRILL,10011.0,40.741907559667,-74.000963532564
41453957,CHIPOTLE MEXICAN GRILL,10003.0,40.734073483813,-73.989030736717
41453983,CHIPOTLE MEXICAN GRILL,10018.0,40.752976675196,-73.989164766809
41454233,TASTY BITES,11213.0,40.670525029029,-73.930202711341
41454244,COSTA VERDE,11373.0,40.742302677986,-73.869482012319
41454384,K TOWN POHCA,10001.0,40.747819056202,-73.987101227901
41454419,JEUN JU KOREAN RESTAURANT,11354.0,40.763380515108,-73.814281121872
41454471,ASIAN JEWELS SEAFOOD RESTAURANT,11354.0,40.75909344598,-73.834157180609
41454667,CHECKERS,11207.0,40.685273140886,-73.914614365605
41454767,OLD FULTON RESTAURANT,11201.0,40.702772523621,-73.994095980165
41454810,GRAZIELLA PIZZERIA,11358.0,40.766758764834,-73.790073183308
41454948,KING WOK,11365.0,40.739686745873,-73.789870119446
41454953,GOLDEN CHOPSTICKS CHINESE RESTAURANT,11238.0,40.67194372669,-73.957494197471
41454995,MANOLO TAPAS RESTAURANT,10033.0,40.847003869932,-73.938214420177
41455044,MR. BIGGS BAR AND GRILL,10036.0,40.760385178919,-73.994903045468
41455068,OVEST PIZZOTECA,10001.0,40.750638602074,-74.003345738593
41455211,PARSONS ALE HOUSE,11366.0,40.720743322338,-73.809292040454
41455224,MANOR OKTOBERFEST FOREST HILLS,11375.0,40.717661742205,-73.857009087409
41455359,A.CAFE,10019.0,40.764354274867,-73.975188764417
41455844,BAKERY DE PARIS,11358.0,40.759666336139,-73.804068817228
41455865,FRANHILL DELI,11423.0,40.720411153548,-73.760922579022
41456053,LA ABUNDANCIA BAKERY AND RESTAURANT,11372.0,40.746943952474,-73.890343809394
41456225,PREVITI PIZZA,10017.0,40.750919039801,-73.976918997877
41456436,MARINA BIZCOCHOS,11373.0,40.742381306368,-73.871051670878
41456477,1001 NIGHTS CAFE,10314.0,40.598281573201,-74.162521484316
41456522,MAGNOLIA BAKERY,10017.0,40.75186875587,-73.97706303867
41456579,SUBWAY,11226.0,40.650110183329,-73.960780368158
41456654,CAFE ARGENTINO,11211.0,40.710949940296,-73.951196560738
41456771,TAQUERIA COATZINGO,11372.0,40.747055593936,-73.88941249802
41456844,BAM CINEMA CONCESSION STAND,11217.0,40.686859067343,-73.977738126987
41456863,THE MAD DONKEY,11106.0,40.756139016607,-73.92879518487
41457023,CASA MEZCAL,10002.0,40.71791790585,-73.990324866634
41457158,THE MUSIC BOX,11373.0,40.746335566929,-73.891344502046
41457400,GRAN VIA,10004.0,40.70443555313,-74.01019974725
41457424,JIMBO'S HAMBURGER PALACE,10466.0,40.891688725029,-73.858329629066
41457451,COPPOLA'S,10024.0,40.783302031984,-73.978738500306
41457591,ROSSY'S BAKERY & COFFEE SHOP,10009.0,40.722212449301,-73.981914772096
41457638,FINEST DUMPLING RESTAURANT,10002.0,40.712873368294,-73.996255769787
41457674,FIVE GUYS FAMOUS BURGERS AND FRIES,10017.0,40.751769229391,-73.973728105159
41458001,DIXON PLACE,10002.0,40.720613435312,-73.992571995377
41458079,PAULIE GEE,11222.0,40.729770968613,-73.958568457037
41458168,SON DE CALI BAKERY,11385.0,40.697363602598,-73.907202263882
41458323,FREUNDS KITCHEN,11219.0,40.635615142515,-73.984312686046
41458340,MR TONG,11218.0,40.648681966093,-73.97777974384
41458571,WESTVILLE,10011.0,40.74161387147,-73.999224125151
41458613,NIGHT OF JOY,11211.0,40.716921975771,-73.949846618718
41458617,RED RIBBON BAKESHOP,11377.0,40.746048769553,-73.898884097375
41458716,101 CAFE,11416.0,40.685063207207,-73.843201099888
41459414,NEW YUNG HONG,10463.0,40.872850411324,-73.905126780968
41459743,EVERYDAY GOURMET DELI,10017.0,40.750575892891,-73.97666286348
41459921,Dunkin Donuts,10469.0,40.86183680732,-73.843328618438
41459923,DUNKIN,10035.0,40.804841273182,-73.937061694761
41459932,FARMERS PIZZA & GRILL,11412.0,40.690808741946,-73.762265980159
41459942,DUNKIN,10451.0,40.82430225275,-73.909416511651
41459947,DUNKIN,10454.0,40.804629102509,-73.922270137837
41459972,VERANDA RESTAURANT-CAFE,11361.0,40.7587163467,-73.775439792395
41460032,BALADE,10009.0,40.730345398397,-73.983276421025
41460035,GUYANA EX POLICE ASSOCIATION OF AMERICA,11203.0,40.644263494164,-73.926641266232
41460077,5 NAPKIN BURGER,10024.0,40.786894717189,-73.977708161141
41460224,DUNKIN,11203.0,40.658843824909,-73.931152079322
41460683,BASIL,11213.0,40.67022425627,-73.942127850309
41460700,PIG 'N' WHISTLE,10018.0,40.752463495084,-73.990164629549
41460794,KARAOKE SHOUT,11103.0,40.757705992797,-73.920033011966
41460812,FORBELL CAFE (U.S. POST OFFICE CAFETERIA),11208.0,40.663983682971,-73.860487605874
41461099,SRIPRAPHAI THAI RESTAURANT,11377.0,40.746397984753,-73.899601752872
41461165,NEW BRISAS LATINAS BAKERY RESTAURANT,11420.0,40.670260942913,-73.820950841132
41461512,WENDY'S,11430.0,40.648312826068,-73.788281497594
41461600,FIVE GUYS FAMOUS BURGERS AND FRIES,11360.0,40.777600315782,-73.779679806246
41461629,LOS BALBUENA RESTAURANT,10458.0,40.859296388527,-73.898074991117
41461802,DIG INN SEASONAL MARKET,10022.0,40.757527069705,-73.970964492234
41461860,LEX RESTAURANT,10128.0,40.782366856158,-73.953498345296
41462275,PHO HOAI RESTAURANT,11229.0,40.59925987105,-73.95237321624
41462348,BENVENUTO CAFE,10013.0,40.719378119895,-74.009704206252
41462542,SCOTTADITO,11215.0,40.674850426731,-73.976491183303
41462617,MIKE'S UNICORN DINER,10314.0,40.607388652383,-74.160674590995
41462643,OBAO,10022.0,40.757400218788,-73.968712170448
41462654,MAYA TAQUERIA,11238.0,40.678035252538,-73.968713495874
41462864,DIRTY PIERRES BISTRO,11375.0,40.719208052264,-73.845100981906
41463046,DUNKIN,10470.0,40.895507377518,-73.863483077625
41463441,THE IMMIGRANT NYC,10003.0,40.728745589412,-73.986202928873
41463446,DUNKIN,10314.0,40.612569369918,-74.129301700098
41463477,"DUNKIN',' BASKIN ROBBINS",10310.0,40.629075367568,-74.114937752515
41463483,DUNKIN,10309.0,40.542592288455,-74.208331211757
41463512,MCDONALD'S,10022.0,40.756061274589,-73.970596964004
41463516,MCDONALD'S,10009.0,40.731218080873,-73.982258701416
41463532,Bella Ciao,10013.0,40.718824061205,-73.997550520058
41463561,SOMTUM DER,10009.0,40.725166154671,-73.984190505773
41463700,BAR 718,11215.0,40.660423405673,-73.994391691969
41463780,CHAN'S VILLAGE,10462.0,40.833942674167,-73.86088512003
41464273,NO. 1 CHINA GARDEN KITCHEN,10452.0,40.840137243121,-73.921393635834
41464310,VILLA PARADISIO,10308.0,40.55347630229,-74.143494632805
41464542,THE BLUEBELL CAFE,10010.0,40.738546763315,-73.983335699986
41464606,LINDA'S RESTAURANT BAKERY & LOUNGE,11203.0,40.652325283956,-73.927216194989
41464997,DEVINE KOSHER BAKERY,11223.0,40.603850204788,-73.972234399308
41465261,HOT BIALYS & BAGELS,11375.0,40.715947197945,-73.833309008637
41465278,CHANG XING RESTAURANT,11207.0,40.657384150314,-73.889716700147
41465455,HAPPY HOUSE,11212.0,40.66524773477,-73.923056779872
41465557,AQUI EN BELLA PUEBLA MEXICAN RESTAURANT,11372.0,40.748846770927,-73.872432227229
41465581,MOLE,10014.0,40.738141622621,-74.00537671185
41465611,WING CHANG FOOD HOUSE,11216.0,40.680170220439,-73.945468586833
41466316,OLIO E PIU,10014.0,40.733931279931,-73.999635561442
41466358,WOLFGANG'S STEAKHOUSE,10022.0,40.758160479512,-73.968574646384
41466567,BAR VERDE,10003.0,40.726034114177,-73.989547990997
41466825,DUNKIN,10011.0,40.743090356442,-73.993226281436
41466873,ROCKY McBRIDE'S,11105.0,40.775960599245,-73.915125877363
41466918,NUEVO MEXICO MEXICAN RESTAURANT,11215.0,40.667592232604,-73.987603436833
41466982,JERUSALEM RESTAURANT,10025.0,40.799617164095,-73.96829133285
41467086,SUBWAY,10019.0,40.767035672158,-73.993797843013
41467140,AMOR Y AMARGO/ CAFE DE L'ENFER,10009.0,40.725555871857,-73.98390539302
41467162,"DUNKIN',' BASKIN ROBBINS",11368.0,40.741935725965,-73.854228580434
41467165,CHELSEA PAPAYA,10011.0,40.743683300262,-73.994648101026
41467391,LA BRASA PERUANA,11220.0,40.647187925022,-74.008158535298
41467392,POPEYES LOUISIANA KITCHEN,10018.0,40.755257567593,-73.989131909204
41467424,SINGAS FAMOUS PIZZA,11375.0,40.7334844599,-73.849873900586
41467458,JIA XIANG BAKERY,11220.0,40.644380304334,-74.00029187873
41467470,"DUNKIN',' BASKIN ROBBINS",11212.0,40.661601028928,-73.920653278995
41467848,M&R DELI & COFFEE SHOP,10461.0,40.844021289986,-73.845777864593
41468117,MILAS BISTRO,10002.0,40.718013892768,-73.989419385831
41468119,NANSEN LODGE SOCIAL CLUB,10314.0,40.603425643192,-74.173517802477
41468132,COLLAGE BISTRO & BAR,10018.0,40.756473732441,-73.992008504149
41468415,ARABESQUE,10016.0,40.74955599458,-73.983264361537
41468442,LAS PALMAS BAKERY,10453.0,40.858220067276,-73.904001753199
41468453,THE 13TH STEP,10003.0,40.729363268647,-73.987122854337
41468724,CHINA WANG RESTAURANT,10463.0,40.874466008231,-73.910671350023
41468766,CANTEEN,11217.0,40.682574810486,-73.979542319271
41468815,DINOSAUR BAR-B-QUE,10027.0,40.817790575991,-73.960850972401
41468852,TIJUANA SPORTS BAR,11223.0,40.60420708179,-73.972461129994
41469234,DUNKIN',11433.0,40.703040322271,-73.800095471598
41469754,GOLDMAN SACHS,10282.0,40.713838756323,-74.013812009623
41469761,PIO-PIO,11372.0,40.755755980904,-73.883352098275
41469854,CHINA PAGODA,11209.0,40.633275718916,-74.021098226489
41470093,BLUTOS PUB,11358.0,40.755959019254,-73.804574266844
41470133,COTTON CLUB,10027.0,40.817265947977,-73.959745753562
41470237,RUINAS DE COPAN,10455.0,40.813380328623,-73.915861913071
41470250,TASTE OF THE TOWN,11418.0,40.700277359399,-73.829630057978
41470443,COMMON MOLLIES,11211.0,40.713327927504,-73.941624954862
41470477,CARIBBEAN CONNECTION CATERING SERVICES INC RESTAURANT,10466.0,40.884088192353,-73.849384228871
41470527,HEAVEN'S HOT BAGEL,10002.0,40.721573256914,-73.984205791876
41470674,ONE AND ONE,10009.0,40.723357851029,-73.988347038953
41470760,THE TOOL BOX,10128.0,40.78082813766,-73.949574425471
41470873,SOMETHINGREEK,11209.0,40.630556862974,-74.028169448019
41471053,MEME MEDITERRANEAN,10014.0,40.73635750191,-74.005870922848
41471314,TAKAHACHI BAKERY,10007.0,40.713581274985,-74.008361481866
41471348,PINKERTON WINE BAR,11211.0,40.714774678397,-73.954288780267
41471562,ORNELLA TRATTORIA ITALIANA,11105.0,40.77494671375,-73.913690181539
41471899,MING XING BBQ RESTAURANT,11354.0,40.764151165244,-73.831668110665
41471984,LITTLE BEAVER,11237.0,40.707532762187,-73.92161192523
41471993,NEW MEI MEI CHINESE RESTAURANT,11229.0,40.597078089281,-73.941255263553
41472216,PRET A MANGER,10001.0,40.747986986901,-73.992817957089
41472400,MAIZAL RESTAURANT,10305.0,40.61842934594,-74.069342778495
41472439,SAINT ANSELM,11211.0,40.714122135165,-73.9561108789
41472626,BURGER KING,11418.0,40.703725905471,-73.821340299727
41472695,TRAIF,11211.0,40.710475447971,-73.959117943876
41472755,WOODHUL WINEBAR,11211.0,40.715001397012,-73.958628175115
41472986,FUJI JAPANESE RESTAURANT,10019.0,40.765629178185,-73.982422780932
41473120,PASTICCERIA ROCCO,10014.0,40.730703405564,-74.002684446556
41473313,HAPPY GARDEN RESTAURANT,10462.0,40.845273314791,-73.865798562071
41473601,EXPRESS SOFT TACO,11418.0,40.702351866946,-73.818541672451
41473669,DUNKIN,10471.0,40.889930267089,-73.898053157851
41473931,SALLY'S BAR,10016.0,40.743017806947,-73.982168936048
41473969,BUTTERFLIES CHINESE FOOD,11434.0,40.663376293948,-73.768452100126
41473978,EL TENAMPA RESTAURANT,11368.0,40.749169739811,-73.869183384828
41474224,TIBERIAS,10016.0,40.747565925828,-73.982481700855
41474503,SHAKE SHACK,10036.0,40.758699509221,-73.989275731418
41474509,SHAKE SHACK,10028.0,40.779260417173,-73.955060375189
41474882,BUKA,11238.0,40.68268049731,-73.963129964704
41474909,MI CASITA RESTARANT,10031.0,40.817853508608,-73.953007392681
41474954,MIKADO BISTRO,10011.0,40.737205743859,-73.996958050887
41474966,COMPLETE BODY & SPA,10011.0,40.739472702619,-73.992331716895
41474984,TASTE OF CHINA,11378.0,40.727806422746,-73.892161368206
41475175,CAFE VIA ESPRESSO,11103.0,40.768681172713,-73.911062890941
41475207,BROTHERS PIZZERIA,11365.0,40.739902144586,-73.789086363127
41475322,TRUE COLORS BAR,11372.0,40.747368382852,-73.886485048502
41475422,NOODLE HOUSE,11373.0,40.733840182011,-73.871577033806
41475476,BEL AMI,10065.0,40.769114390467,-73.967085658739
41475502,GMC TEMAXCAL DELI & GROCERY,11205.0,40.696223192036,-73.972899001548
